Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
76432-ALA,Female,60,No,Alabama,12,3,Deal 5,No,,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,39.5,210.75,39.27,0,0,171.48,Churned,Competitor,Competitor offered higher download speeds
35207-WAS,Female,71,No,Washington,4,8,Deal 1,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,75.65,5411.4,25.67,0,1180.9,6566.63,Stayed,,
46241-MAR,Female,75,No,Maryland,15,16,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.65,5189.75,0,0,1829,7018.75,Stayed,,
24550-MIC,Female,31,Yes,Michigan,4,16,Deal 5,No,,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,40.4,77.15,0,0,0,77.15,Churned,Other,Don't know
92703-NOR,Male,28,No,North Carolina,9,19,Deal 1,Yes,No,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,73.35,5154.5,0,0,1153.04,6307.54,Stayed,,
75973-TEN,Female,18,No,Tennessee,5,9,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.1,7412.25,0,0,311.69,7723.94,Stayed,,
84241-KEN,Female,26,No,Kentucky,3,27,Deal 1,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,82.45,5646.6,0,90,1010.48,6747.08,Stayed,,
35643-ARK,Male,57,Yes,Arkansas,1,4,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,-2,4013.8,25.49,0,1815.46,5803.77,Stayed,,
22705-NEW,Female,36,No,New Jersey,4,22,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,90.35,6563.4,0,0,691.2,7254.6,Stayed,,
72309-SOU,Male,59,No,South Carolina,12,12,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.6,404.2,24.44,0,35,414.76,Churned,Competitor,Competitor offered higher download speeds
98128-CAL,Female,43,Yes,California,0,16,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,86.75,1410.25,0,0,845.07,2255.32,Stayed,,
74495-SOU,Female,36,No,South Dakota,13,5,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.35,77.5,0,0,150.64,228.14,Churned,Attitude,Attitude of support person
45932-MAI,Male,58,No,Maine,8,30,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20,288.05,0,0,467.1,755.15,Churned,Competitor,Competitor made better offer
81360-NEW,Male,34,Yes,New Mexico,0,6,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.4,45.4,0,0,38.31,83.71,Churned,Dissatisfaction,Network reliability
74826-COL,Male,73,Yes,Colorado,6,35,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,90.7,2845.15,0,100,1448.01,4393.16,Stayed,,
61505-NEB,Male,33,Yes,Nebraska,2,5,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,99.65,4220.35,0,0,887.24,5107.59,Stayed,,
97191-IOW,Male,28,No,Iowa,15,17,Deal 1,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,103.15,6895.5,0,0,888.42,7783.92,Stayed,,
84005-MAS,Male,48,Yes,Massachusetts,6,26,Deal 4,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.45,369.05,0,0,668.78,1037.83,Stayed,,
53716-TEX,Female,61,No,Texas,15,25,Deal 2,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,70.1,3238.4,0,30,213.6,3482,Stayed,,
33296-OHI,Male,32,No,Ohio,3,36,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,-5,45.05,0,70,13.84,128.89,Churned,Dissatisfaction,Network reliability
21479-ARI,Female,76,Yes,Arizona,0,16,,No,,Yes,DSL,No,No,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,35.9,973.65,0,40,0,1013.65,Stayed,,
69717-VER,Female,36,No,Vermont,3,15,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.4,857.25,0,0,244.89,1102.14,Churned,Price,Price too high
99721-TEX,Male,75,No,Texas,11,4,Deal 1,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Credit Card,24.65,1766.75,0,0,337.25,2104,Stayed,,
21577-HAW,Male,29,Yes,Hawaii,5,28,,No,,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.4,978.6,0,0,0,978.6,Stayed,,
25048-ALA,Male,47,No,Alabama,15,9,Deal 5,Yes,Yes,No,,,,,,,,,,Month-to-Month,No,Credit Card,24,24,0,0,32.95,56.95,Joined,,
52985-RHO,Female,73,Yes,Rhode Island,5,31,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,82.9,880.05,0,0,320.65,1200.7,Stayed,,
28710-COL,Male,27,Yes,Colorado,6,25,Deal 4,Yes,No,Yes,DSL,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,50.55,610.75,0,0,441.35,1052.1,Stayed,,
27711-MIC,Male,33,Yes,Michigan,5,2,Deal 1,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,82.55,5832.65,0,0,2002.91,7835.56,Stayed,,
76362-SOU,Female,36,Yes,South Carolina,10,18,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.6,93.45,0,0,116.56,210.01,Stayed,,
64394-KAN,Male,76,Yes,Kansas,0,34,Deal 5,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.55,494.05,0,0,22.05,516.1,Churned,Dissatisfaction,Network reliability
35717-WAS,Male,63,Yes,Washington,14,11,,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,69.7,3729.6,0,0,1679.57,5409.17,Stayed,,
82744-WIS,Female,39,Yes,Wisconsin,9,10,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.4,5435.6,0,0,211.7,5647.3,Churned,Other,Don't know
27180-NEW,Female,42,No,New Jersey,11,20,,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,80.85,808.5,0,0,310.9,1119.4,Stayed,,
56365-NEW,Female,35,Yes,New York,15,32,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,3954.1,0,0,1141.65,5095.75,Stayed,,
63952-NEB,Female,45,Yes,Nebraska,5,16,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,152.45,0,0,32.28,184.73,Churned,Dissatisfaction,Service dissatisfaction
72968-ARI,Female,48,Yes,Arizona,14,29,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.15,68.45,0,0,5.2,73.65,Stayed,,
83625-HAW,Female,54,Yes,Hawaii,8,5,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,99.05,6416.7,0,0,858,7274.7,Stayed,,
61256-GEO,Female,34,No,Georgia,13,16,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.15,1299.1,2.76,0,155.87,1452.21,Stayed,,
25078-ORE,Female,28,No,Oregon,0,32,,Yes,Yes,Yes,Cable,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,55.35,2633.95,0,0,2067.31,4701.26,Stayed,,
28434-NEB,Female,46,No,Nebraska,8,21,Deal 5,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,19.85,146.6,0,0,136.72,283.32,Stayed,,
18641-MAR,Male,65,No,Maryland,4,1,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.8,6397.6,0,0,1485.36,7882.96,Stayed,,
69374-ALA,Female,18,No,Alaska,7,10,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,80.85,302.75,0,40,177.12,519.87,Churned,Competitor,Competitor had better devices
64276-MAI,Male,51,Yes,Maine,0,25,Deal 1,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.7,1253.8,0,0,3005.64,4259.44,Stayed,,
14888-NEW,Female,77,No,New York,11,17,,No,,Yes,DSL,Yes,Yes,No,No,No,No,No,No,Two Year,Yes,Credit Card,33.45,1500.25,0,40,0,1540.25,Stayed,,
47070-SOU,Male,81,Yes,South Carolina,3,35,,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.45,5481.25,0,0,2028,7509.25,Stayed,,
58230-KAN,Male,22,No,Kansas,13,9,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,118.6,7365.7,0,0,2365.58,9731.28,Stayed,,
44640-ALA,Female,27,Yes,Alabama,11,1,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,79.45,5502.55,0,80,1825.05,7407.6,Stayed,,
45118-DEL,Female,66,Yes,Delaware,3,30,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,97.55,6669.05,0,0,2266.6,8935.65,Stayed,,
31419-MIS,Male,40,Yes,Missouri,6,15,,Yes,Yes,No,,,,,,,,,,Two Year,No,Bank Withdrawal,25.55,1898.1,0,0,2774.68,4672.78,Stayed,,
23806-ALA,Female,67,No,Alaska,2,34,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,92.5,934.1,0,100,111.2,1145.3,Churned,Competitor,Competitor made better offer
69107-ALA,Female,60,Yes,Alaska,13,16,Deal 1,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.5,7348.8,0,0,1854.72,9203.52,Churned,Competitor,Competitor offered higher download speeds
94921-IND,Female,33,Yes,Indiana,13,3,,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,81,3846.35,0,0,2113.7,5960.05,Stayed,,
38407-WAS,Male,53,No,Washington,1,33,Deal 3,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,59.9,1654.7,0,0,316.96,1971.66,Stayed,,
83461-NEB,Female,60,No,Nebraska,6,22,,Yes,No,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,64.9,697.25,0,0,55,752.25,Stayed,,
26540-KAN,Male,76,No,Kansas,14,20,,Yes,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,64.05,3902.6,0,0,2088.64,5991.24,Stayed,,
68606-VER,Female,19,No,Vermont,9,9,Deal 5,No,,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,35.2,108.95,0,0,0,108.95,Churned,Competitor,Competitor had better devices
29218-ILL,Male,58,No,Illinois,11,24,Deal 5,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,494.95,0,0,177.12,672.07,Stayed,,
79700-MIS,Female,53,No,Missouri,5,30,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,107.95,313.6,0,0,142.5,456.1,Joined,,
14277-MIS,Male,75,No,Missouri,15,18,Deal 4,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,69.75,1545.4,0,0,1099.56,2644.96,Stayed,,
11535-NEW,Male,43,No,New York,5,23,Deal 2,No,,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,58.75,3038.55,0,0,0,3038.55,Stayed,,
66867-TEX,Female,37,No,Texas,8,24,Deal 1,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.45,6033.1,0,0,2524.32,8557.42,Stayed,,
59610-FLO,Female,42,No,Florida,2,6,,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.85,1970.5,0,0,29.58,2000.08,Churned,Competitor,Competitor made better offer
99559-IOW,Male,57,Yes,Iowa,8,15,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,-8,19.4,0,0,3.14,22.54,Churned,Dissatisfaction,Service dissatisfaction
43800-SOU,Male,43,Yes,South Carolina,12,2,,Yes,No,No,,,,,,,,,,One Year,Yes,Credit Card,20.35,938.95,0,0,1349,2287.95,Stayed,,
12112-FLO,Female,27,No,Florida,14,4,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.45,150.75,0,0,40.88,191.63,Stayed,,
21338-KAN,Female,65,No,Kansas,6,23,,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,50.25,2023.55,0,0,931.2,2954.75,Stayed,,
71785-SOU,Female,36,No,South Carolina,5,25,Deal 4,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,20.15,260.7,0,0,320.04,580.74,Stayed,,
18618-MIC,Female,37,No,Michigan,8,27,Deal 5,Yes,No,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.5,530.05,0,0,352.71,882.76,Stayed,,
35673-CON,Female,47,Yes,Connecticut,3,18,,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.4,408.25,0,0,167.2,575.45,Stayed,,
45432-IND,Male,43,Yes,Indiana,4,30,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,100.65,7334.05,0,0,3000.96,10335.01,Stayed,,
41068-SOU,Female,38,No,South Dakota,9,11,,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,73.5,5357.75,0,0,2441.69,7799.44,Stayed,,
41929-TEX,Female,51,Yes,Texas,11,6,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.3,1304.8,0,0,187.92,1492.72,Stayed,,
16462-ILL,Male,36,Yes,Illinois,13,10,Deal 3,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.75,2839.45,0,0,309.06,3148.51,Stayed,,
47731-MIN,Male,58,Yes,Minnesota,4,6,Deal 3,Yes,Yes,No,,,,,,,,,,One Year,No,Bank Withdrawal,24.6,592.65,0,0,1135.92,1728.57,Stayed,,
47924-MAS,Female,57,No,Massachusetts,6,11,,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.75,3808,0,0,2400.16,6208.16,Stayed,,
33572-TEX,Female,77,Yes,Texas,0,3,Deal 2,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.85,3103.25,19.16,0,1768,4852.09,Stayed,,
16874-LOU,Female,49,Yes,Louisiana,8,6,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,21,1210.3,0,0,2118.05,3328.35,Stayed,,
56815-DEL,Male,45,Yes,Delaware,8,2,Deal 1,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,59.1,4134.7,0,0,999.12,5133.82,Stayed,,
73022-MAI,Female,63,No,Maine,4,4,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.8,7553.6,0,0,3175.6,10729.2,Stayed,,
77336-MIS,Female,37,Yes,Mississippi,4,10,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.6,90.6,0,0,31.68,122.28,Churned,Competitor,Competitor offered higher download speeds
94270-LOU,Female,53,No,Louisiana,13,35,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.5,1215.1,0,0,1532.16,2747.26,Stayed,,
35498-VIR,Female,61,No,Virginia,7,23,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,104.4,5232.9,0,0,1039.5,6272.4,Stayed,,
56177-FLO,Male,51,Yes,Florida,5,11,,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,67.8,4804.65,0,0,1117.44,5922.09,Stayed,,
81840-ORE,Female,35,Yes,Oregon,10,29,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.05,7554.05,0,0,2819.6,10373.65,Stayed,,
78540-VER,Female,43,No,Vermont,7,18,Deal 3,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.75,757.95,0,0,620.49,1378.44,Stayed,,
96778-TEX,Female,71,No,Texas,14,26,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.35,139.05,0,0,26.34,165.39,Churned,Other,Don't know
93667-RHO,Female,38,No,Rhode Island,7,33,,Yes,No,No,,,,,,,,,,One Year,Yes,Credit Card,20.55,57.4,0,0,33.81,91.21,Joined,,
97925-MIC,Female,25,Yes,Michigan,7,20,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,101.25,5301.1,0,0,2329.08,7630.18,Stayed,,
72603-CON,Female,75,No,Connecticut,2,30,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,83.85,2716.3,0,0,1271.49,3987.79,Churned,Competitor,Competitor made better offer
54490-MIS,Female,41,Yes,Missouri,1,26,Deal 4,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,64.15,1274.45,0,100,675.6,2050.05,Stayed,,
74405-HAW,Female,25,Yes,Hawaii,14,34,,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,-4,5717.85,0,0,2784.6,8502.45,Stayed,,
65507-TEN,Male,24,No,Tennessee,5,11,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,100.3,3541.4,0,0,1667.22,5208.62,Stayed,,
37960-MIS,Female,77,No,Mississippi,0,2,,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,51.3,419.35,0,0,77.07,496.42,Stayed,,
14765-ALA,Female,73,Yes,Alabama,13,2,,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,68.45,4014,0,0,1501.92,5515.92,Stayed,,
69782-IOW,Female,39,No,Iowa,9,3,,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.9,1115.6,0,0,2557.02,3672.62,Stayed,,
96032-VER,Male,36,No,Vermont,7,22,,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.4,3035.35,0,0,1259.52,4294.87,Stayed,,
88282-VER,Female,35,Yes,Vermont,11,36,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.95,5432.2,0,0,1317.12,6749.32,Stayed,,
42599-NEW,Male,33,Yes,New Mexico,10,23,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.95,1875.55,0,0,112.67,1988.22,Churned,Dissatisfaction,Poor expertise of online support
52350-TEX,Male,64,Yes,Texas,11,35,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,5618.3,0,0,295.12,5913.42,Stayed,,
63904-MIC,Female,39,No,Michigan,8,33,,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.75,1689.45,0,0,721.97,2411.42,Stayed,,
55650-MIS,Female,27,No,Mississippi,0,36,,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,60.2,1834.15,0,0,40.89,1875.04,Stayed,,
74169-MON,Male,33,Yes,Montana,0,9,,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.35,2243.9,2.24,0,107.01,2348.67,Stayed,,
38999-CON,Female,59,Yes,Connecticut,0,15,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.8,134.7,0,0,75.44,210.14,Churned,Other,Don't know
18357-VIR,Male,51,No,Virginia,3,23,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.45,75.45,0,0,11.58,87.03,Churned,Competitor,Competitor made better offer
79910-FLO,Female,42,No,Florida,6,33,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.95,228.4,0,10,115.14,353.54,Churned,Competitor,Competitor made better offer
95493-MAS,Female,61,No,Massachusetts,12,26,,Yes,No,Yes,Cable,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,58.85,1215.45,0,0,750.12,1965.57,Stayed,,
61572-WIS,Male,22,No,Wisconsin,12,9,,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.55,1170.5,0,0,613.12,1783.62,Stayed,,
68180-CON,Male,33,Yes,Connecticut,3,30,,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,68.25,1114.85,0,0,321.92,1436.77,Stayed,,
14277-PEN,Female,33,Yes,Pennsylvania,14,1,,Yes,No,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,88.9,454.15,0,0,207.85,662,Churned,Competitor,Competitor offered higher download speeds
96476-ILL,Male,32,No,Illinois,10,14,,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,50,892.7,0,50,311.94,1254.64,Stayed,,
37191-FLO,Female,29,Yes,Florida,9,13,Deal 3,Yes,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,58.45,1955.4,0,0,290.07,2245.47,Stayed,,
62820-NEW,Male,40,No,New Jersey,13,33,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.1,655.3,38.61,0,411.25,1027.94,Stayed,,
81969-ORE,Male,21,No,Oregon,1,3,,Yes,Yes,No,,,,,,,,,,Two Year,No,Bank Withdrawal,24.45,1730.65,0,0,2386.31,4116.96,Stayed,,
22130-VIR,Female,21,No,Virginia,14,7,,Yes,No,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,70.85,4973.4,0,0,172.53,5145.93,Stayed,,
83137-PEN,Male,26,Yes,Pennsylvania,13,8,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,88.6,2888.7,0,0,363.33,3252.03,Stayed,,
51717-RHO,Male,37,No,Rhode Island,12,24,Deal 4,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.3,475.1,0,0,227.92,703.02,Stayed,,
69354-GEO,Female,54,Yes,Georgia,6,21,Deal 1,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,20.05,1386.9,0,0,192.44,1579.34,Stayed,,
92414-COL,Male,21,No,Colorado,0,9,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.05,552.9,0,0,467.1,1020,Stayed,,
15586-OKL,Female,62,No,Oklahoma,4,16,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.2,123.65,0,0,259.08,382.73,Stayed,,
65602-ORE,Female,36,No,Oregon,8,20,Deal 1,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25.4,1782.05,0,0,653.1,2435.15,Stayed,,
96611-WYO,Female,32,Yes,Wyoming,1,18,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,106.65,5174.35,0,0,1992.83,7167.18,Stayed,,
68230-KEN,Female,69,Yes,Kentucky,15,16,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,89.2,4040.2,0,0,644.6,4684.8,Stayed,,
36323-ALA,Female,48,No,Alabama,14,11,,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,20.5,38.25,0,0,62.02,100.27,Joined,,
45771-MIS,Female,50,No,Missouri,3,7,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.45,44.45,0,0,23.34,67.79,Joined,,
